conv_id,text,predicted_intent,confidence,intent_id
1140,"@AmazonHelp Dude ! I think you have no empathy!Maybe you should get a 30% cut in your salary for trusting the company, who knows if you are getting paid",general_feedback_or_praise,75.0,11
1141,#Samsung #Amazon very disappointed from the service. Received a damaged product. Called customer care so many times but no answer from them.,product_defect,90.0,6
1142,"Superb service brought down my pathetic courier like ecom. Fake tracking info just to clear backlog @115850 order ID 
406-9943208-5906764",general_feedback_or_praise,70.0,
1143,Im literally contemplating losing money just so i dont have to deal with this bullshit @115821,general_feedback_or_praise,65.0,
1144,@AmazonHelp waited ages for my verification code email but nothing. Not in my junk folder. Hitting resend does nothing. Help!?,account_access,80.0,7
1145,@115830 not happy been let down by amazon prime delivery,delivery_problem,85.0,2
1146,@AmazonHelp This was work purchase w/ work credit card &amp; now I'm told I have to wait up to 24 hrs for a call back to reactivate! (2) https://t.co/KUvSUSh7Zb,account_access,75.0,7
1147,"@115850 There's smthing vry wrong with this price.
Washing machine costs 300lak Rs
Kind of bug or smthing #AmazonGreatIndianFestival https://t.co/u48KJ9xge3",billing_or_payment,70.0,
1148,@115850  why your investigation team is slow?. Your CAP team doesn't provide the solution. totally waste of time.,general_feedback_or_praise,75.0,11
1149,@115821 i will order Philips trimmer and got my order today but the box is empty. How could this possible feeling upset @19915,product_defect,85.0,6
1150,@AmazonHelp maybe consider your packing for an SD card. I had it delivered to home because I assumed it would easily fit through letterbox! https://t.co/5AMjs4RFQO,delivery_problem,85.0,2
1151,"@AmazonHelp Hi, can Alexa control Spotify on the Fire tv or just via echo ? When I go to the Alexa app It states app support unavailable",app_or_site_technical,75.0,8
1152,@AmazonHelp thank you.. I have got return request approved.,refund_or_return,80.0,3
1153,@115833 im saddened to find out that my alexa doesnt give me a fact of the day anymore. I miss her sweet tidbits. I need her. I LOVE her,general_feedback_or_praise,70.0,
1154,Hi @AmazonHelp what do I do about this broken wire. Can you help https://t.co/FArGLhTJ3J,product_defect,85.0,6
1155,@AmazonHelp After reading T&amp;C have twisted. Can u give the cause of link. Thanks,other,60.0,
1156,@115850 what kind of deal is it? Regular price 699. Price in lightening deal 709?? https://t.co/TPe226VsUO,other,55.0,
1157,"@117093 NYC consistently unable to fulfill 10-noon deliveries. Then they just ""throw the food out"". In a city with so many hungry kids.",delivery_problem,90.0,2
1158,Hey @115830 please pay my seller funds which has been held for over 115 days! __email__ https://t.co/YlejsGxYRo,other,65.0,
1159,@119625 When to expect Bareilly ki Barfi on Prime ?,digital_content,70.0,
1160,@AmazonHelp came home to this just left on my doorstep... good thing I live in a safe neighbourhood https://t.co/XcfNFSDDAf,delivery_problem,85.0,2
1161,"Hey @115821 why does it say my package was delivered yesterday (the day it was ""guaranteed"" by) when it wasn't?",delivery_problem,90.0,2
1162,@117634 Can you help? How do I delete books I've read? If I keep my finer on a boom it just gives me this tick. https://t.co/YQhU8xyr8V,app_or_site_technical,80.0,8
1163,Tweet @amazonhelp for assistance. They respond in 5 mins. I do what they say. Someone from Amazon calls in less than 10 mins. Sorted. WOW! 😃,general_feedback_or_praise,75.0,11
1164,@AmazonHelp Alexa keeps saying that amazon music is not configured for the device does she mean the Dot or the Sonos? 🤔 she is being a pain!,app_or_site_technical,80.0,8
1165,Hey @116618 why can’t I stream in hd with over 12mbs down and the settings for quality on best?,app_or_site_technical,70.0,
1166,"@116316 Please help! My Account has been blocked, I've already sent the fax you asked. Need to know if everything is OK!",account_access,75.0,7
1167,@AmazonHelp two different prices. Is that to lure customers to click and then charge them extra. https://t.co/d5pWSA0fG5,billing_or_payment,70.0,
1168,@115850 why advertise so much if you do not want to exchange??😑 https://t.co/ZxeuKPxwKf,delivery_problem,75.0,2
1169,@115830 once again Amazon logistics fail to turn up and pretend I am not in. Disgraceful - do I need to email the MD again?,delivery_problem,90.0,2
1170,@115833 I have been unable to activate the call function on my Amazon Alexa App. It won't accept my UK mobile number. Can you advise? Thanks,app_or_site_technical,80.0,8
1171,Waste of a tree surely @115830 I missed this yesterday and had to stay in all day today! Could of stuck it in a envelope and posted it! https://t.co/QEZLFCBC2H,general_feedback_or_praise,65.0,
1172,"@AmazonHelp Please fix your issues. If I'm losing money, you're losing money.",general_feedback_or_praise,70.0,
1173,All I want to do is sit and chill and read @158493  book but @115830 have delayed the delivery until apparently Tuesday #angry,delivery_problem,85.0,2
1174,"@AmazonHelp Does an Amazon account valid worldwide? I had one &amp; was using it in India, can I use the same in Germany or in the US?",account_access,70.0,
1175,"Worst experience with #AmazonIndia 
Don't care for customers,",general_feedback_or_praise,80.0,11
1176,"Yo, @115821 ... what is this?! HAHAHA. I'm on the floor rn😂😂Was this size box really necessary for this book? https://t.co/9HOt6bOTXf",general_feedback_or_praise,70.0,
1177,I preordered my illustrated edition of the Prisoner of Azkaban on Amazon and it hasn't arrived yet even though it was meant for Monday! 😭😭😭,order_status,85.0,1
1178,@115850 not accept #UnionBank_Rupay Debit card #LOL but they have option to pay from all #Rupaycards @AmazonHelp https://t.co/GtpVQHRrxa,billing_or_payment,75.0,5
1179,@115821 🗣 stop offering same day shipping if you can’t commit to it 🙄,general_feedback_or_praise,75.0,11
1180,"One of my biggest problems with TNF is that I never know what channel it's on. CBS, NBC, NFLN, Amazon, Twitter, Facebook? Idk",other,50.0,
1181,.@3375 Package arrived not by ringing bell but throwing package over fence in to mud in yard. @115821 this is what we pay for?,delivery_problem,90.0,2
1182,"@116439   Hi, Any idea why Game Pass Europe not working on my Fire TV ..?  Loads ok , but wont play .",digital_content,70.0,
1183,My Amazon order said it was out for delivery at 1pm and still isn't here... What time do they deliver to?,order_status,85.0,1
1184,@115821 was the biggest box you have really necessary? https://t.co/spgW1LXsVj,general_feedback_or_praise,65.0,
1185,The one night its freezing cold and @115830 doesn't deliver my new heated blanket on time. #WhyDoIPayForPrime #amazonprime,delivery_problem,90.0,2
1186,@115830 why always so much packaging? 😢 https://t.co/k3HCMOVCTC,general_feedback_or_praise,70.0,
1187,"Damnit @115821, you got me again. I really going to cancel #prime this time. https://t.co/WFUVyblhaa",cancellation_or_change,60.0,
1188,"@AmazonHelp just got an email that you guys changed an email for one of my accounts, which I didn’t put the request in for Someone hacked it",account_access,85.0,7
1189,Thanks amazon for putting my parcel in the bottom of an empty recycle bin,delivery_problem,90.0,2
1190,Frikkin FINALLY @118617 although. @115821 could have used less packaging but I digress https://t.co/BFbRAMBDE7,general_feedback_or_praise,65.0,
1191,"@AmazonHelp I got notification that ASIN: B00006LELP was removed because it is a ""card skimming device."" It's not. You should look it up.",other,70.0,
1192,"@AmazonHelp , kindly help me with my order no 407-9816598-3617941",order_status,75.0,1
1193,"@115830 apparently you ""tried"" delivering my parcel today but failed? Why? I've been in alday waiting for it and need it by tomorrow 1pm!!",delivery_problem,90.0,2
1194,Wow some bitch really stole my amazon package w/ a damn cat water bowl in it.,delivery_problem,85.0,2
1195,@AmazonHelp why can’t I transfer a book to my iPhone Kindle App? My other devices are enabled. But not my iPhone.,digital_content,80.0,9
1196,"@AmazonHelp how do I go about sorting out a missing item when the seller ""has a problem with their emails"" and hasn't responded at all?",delivery_problem,90.0,2
1197,i ordered this hardcore korean pore mask/peel thing from amazon like TWO MONTHS AGO and it’s still not here wtf,order_status,90.0,1
1198,Hey @115850 do you give sponsorships to college fests?,other,50.0,
1199,"pathetic delivery service of @115850 , wasted entire day waiting for my @132994 #OnePlus5 ,didnt get delivered despite paying same-day",delivery_problem,90.0,2
1200,Wait why does @115821 offer “One day shipping” if it doesn’t actually come in 1 day and instead comes in 2 days. 🤔,app_or_site_technical,80.0,8
1201,My Netflix app on my amazon fire stick keeps closing unexpectedly.  It's driving me insane!! 💀,app_or_site_technical,85.0,8
1202,Jfc @115821 why dont your standard delivery drivers get gps tracking like the @117795 ones?,delivery_problem,75.0,2
1203,"i stg, my dress from @115821 better come in tomorrow...",order_status,80.0,1
1204,Huge thank you to Nina on customer service @120474 - she was super kind &amp; helpful &amp; sorted my missing tix for #mickyflanagan 2nite!,general_feedback_or_praise,90.0,11
1205,Where’s my food @117093 ? It was suppose to be here a half an hour ago 😫,delivery_problem,90.0,2
1206,"@AmazonHelp If delivery is free with Prime, why are there two different prices depending on whether I've logged in or not? https://t.co/SNBZnKiMAp",billing_or_payment,70.0,
1207,"@AmazonHelp I sent someone a gift card via mail / ups and they have not received it, even though it shows delivered.  Can you help?",delivery_problem,85.0,2
1208,Cool cool cool. @115821 amzl says they attempted to deliver my package but they didn't. LOVE IT. 😡@AmazonHelp,delivery_problem,90.0,2
1209,Hey @115830 please pay my seller funds which has been held for over 115 days! __email__ https://t.co/THaojJGRGC,other,60.0,
1210,"@AmazonHelp Preordered a Sony XZ1 Compact on Thursday 28/9 (AmazonUK), ETA tomorrow and yet to ship. Chat support very polite but useless.",order_status,85.0,1
1211,"#Amazon #AmazonIndia  #AmazonGreatIndianFestival 
I hate amazon  0.__credit_card__",billing_or_payment,75.0,5
1212,@115821 how are we meant to contact you? There's no email or phone number online,other,50.0,
1213,@115830 can you look into this please? Ordered in May and still not here! Thanks. https://t.co/qBXXeboFjX,order_status,80.0,1
1214,@117795 will I be able watch Thursday night football on prime if I live in Massachusetts,digital_content,60.0,
1215,@AmazonHelp apparently my package hasn’t been handed over to usps yet... it was supposed to arrive to me yesterday...,delivery_problem,90.0,2
1216,#amazon have just 25 minuets to deliver my same day parcel will it fail again like yesterday #epicfail,delivery_problem,85.0,2
1217,@115821 https://t.co/Ho61KRsrIm has lost site of what matters - the Customer.  Their own driver delivery service is completely unreliable. https://t.co/xoacCFbPzB,delivery_problem,90.0,2
1218,"Sometimes,refunding the money doesn't solve the problem. It's all about the need.Wastage of time #406-5454364-0037135
@115850 @AmazonHelp",refund_or_return,80.0,3
1219,@115821 I preordered a digital game and now I wanna cancel it but there's no option to cancel. Help?,cancellation_or_change,80.0,4
